resultId,raceId,driverId,constructorId,grid,points,laps,milliseconds,fastestLap,race_rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name
1,18,1,1,1,10.0,58,5690616,39,2,87452,218.3,1,2008,1,1,Australian Grand Prix
2,18,2,2,5,8.0,58,5696094,41,3,87739,217.586,1,2008,1,1,Australian Grand Prix
3,18,3,3,7,6.0,58,5698779,41,5,88090,216.719,1,2008,1,1,Australian Grand Prix
4,18,4,4,11,5.0,58,5707797,58,7,88603,215.464,1,2008,1,1,Australian Grand Prix
5,18,5,1,3,4.0,58,5708630,43,1,87418,218.385,1,2008,1,1,Australian Grand Prix
6,18,6,3,13,3.0,57,0,50,14,89639,212.974,11,2008,1,1,Australian Grand Prix
7,18,7,5,17,2.0,55,0,22,12,89533,213.224,5,2008,1,1,Australian Grand Prix
8,18,8,6,15,1.0,53,0,20,4,87902,217.18,5,2008,1,1,Australian Grand Prix
9,18,9,2,2,0.0,47,0,15,9,88753,215.1,4,2008,1,1,Australian Grand Prix
10,18,10,7,18,0.0,43,0,23,13,89558,213.166,3,2008,1,1,Australian Grand Prix
11,18,11,8,19,0.0,32,0,24,15,90892,210.038,7,2008,1,1,Australian Grand Prix
12,18,12,4,20,0.0,30,0,20,16,91384,208.907,8,2008,1,1,Australian Grand Prix
13,18,13,6,4,0.0,29,0,23,6,88175,216.51,5,2008,1,1,Australian Grand Prix
14,18,14,9,8,0.0,25,0,21,11,89502,213.3,4,2008,1,1,Australian Grand Prix
15,18,15,7,6,0.0,19,0,18,10,89310,213.758,10,2008,1,1,Australian Grand Prix
16,18,16,10,22,0.0,8,0,8,17,92021,207.461,9,2008,1,1,Australian Grand Prix
17,18,17,9,14,0.0,0,0,0,0,5400000,0.0,4,2008,1,1,Australian Grand Prix
18,18,18,11,12,0.0,0,0,0,0,5400000,0.0,4,2008,1,1,Australian Grand Prix
19,18,19,8,21,0.0,0,0,0,0,5400000,0.0,4,2008,1,1,Australian Grand Prix
20,18,20,5,9,0.0,0,0,0,0,5400000,0.0,4,2008,1,1,Australian Grand Prix
21,18,21,10,16,0.0,0,0,0,0,5400000,0.0,4,2008,1,1,Australian Grand Prix
22,18,22,11,10,0.0,58,0,44,8,88736,215.141,2,2008,1,1,Australian Grand Prix
23,19,8,6,2,10.0,56,5478555,37,2,95405,209.158,1,2008,2,2,Malaysian Grand Prix
24,19,9,2,4,8.0,56,5498125,39,6,95920,208.033,1,2008,2,2,Malaysian Grand Prix
25,19,5,1,8,6.0,56,5517005,19,7,95922,208.031,1,2008,2,2,Malaysian Grand Prix
26,19,15,7,3,5.0,56,5524387,53,8,96068,207.715,1,2008,2,2,Malaysian Grand Prix
27,19,1,1,9,4.0,56,5525103,53,3,95462,209.033,1,2008,2,2,Malaysian Grand Prix
28,19,2,2,5,3.0,56,5528388,55,1,95366,209.244,1,2008,2,2,Malaysian Grand Prix
29,19,17,9,6,2.0,56,5546685,53,12,96696,206.366,1,2008,2,2,Malaysian Grand Prix
30,19,4,4,7,1.0,56,5548596,40,10,96288,207.24,1,2008,2,2,Malaysian Grand Prix
31,19,14,9,12,0.0,56,5554775,55,9,96206,207.417,1,2008,2,2,Malaysian Grand Prix
32,19,18,11,11,0.0,56,5564769,56,4,95715,208.481,1,2008,2,2,Malaysian Grand Prix
33,19,12,4,13,0.0,56,5570757,52,15,96956,205.812,1,2008,2,2,Malaysian Grand Prix
34,19,21,10,17,0.0,55,0,52,16,96962,205.8,11,2008,2,2,Malaysian Grand Prix
35,19,22,11,14,0.0,55,0,55,11,96693,206.372,11,2008,2,2,Malaysian Grand Prix
36,19,3,3,16,0.0,55,0,55,13,96782,206.182,11,2008,2,2,Malaysian Grand Prix
37,19,19,8,21,0.0,55,0,55,18,98170,203.265,11,2008,2,2,Malaysian Grand Prix
38,19,11,8,19,0.0,54,0,53,19,98503,202.578,12,2008,2,2,Malaysian Grand Prix
39,19,6,3,22,0.0,54,0,19,17,97711,204.222,12,2008,2,2,Malaysian Grand Prix
40,19,20,5,15,0.0,39,0,37,14,96870,205.995,5,2008,2,2,Malaysian Grand Prix
41,19,13,6,1,0.0,30,0,15,5,95914,208.048,20,2008,2,2,Malaysian Grand Prix
42,19,16,10,20,0.0,5,0,3,20,100330,198.891,9,2008,2,2,Malaysian Grand Prix
43,19,10,7,10,0.0,1,0,0,0,5400000,0.0,4,2008,2,2,Malaysian Grand Prix
44,19,7,5,18,0.0,0,0,0,0,5400000,0.0,20,2008,2,2,Malaysian Grand Prix
45,20,13,6,2,10.0,57,5466970,38,3,93600,208.153,1,2008,3,3,Bahrain Grand Prix
46,20,8,6,4,8.0,57,5470309,35,4,93709,207.911,1,2008,3,3,Bahrain Grand Prix
47,20,9,2,1,6.0,57,5471968,55,5,93775,207.765,1,2008,3,3,Bahrain Grand Prix
48,20,2,2,6,5.0,57,5475379,48,2,93565,208.231,1,2008,3,3,Bahrain Grand Prix
49,20,5,1,5,4.0,57,5493759,49,1,93193,209.062,1,2008,3,3,Bahrain Grand Prix
50,20,15,7,7,3.0,57,5508284,45,7,94204,206.819,1,2008,3,3,Bahrain Grand Prix
51,20,17,9,11,2.0,57,5512443,51,8,94305,206.597,1,2008,3,3,Bahrain Grand Prix
52,20,3,3,8,1.0,57,5522859,57,6,94072,207.109,1,2008,3,3,Bahrain Grand Prix
53,20,10,7,13,0.0,57,5536470,56,9,94807,205.503,1,2008,3,3,Bahrain Grand Prix
54,20,4,4,10,0.0,57,5544151,35,13,95194,204.668,1,2008,3,3,Bahrain Grand Prix
55,20,22,11,12,0.0,57,5544832,40,10,94854,205.399,1,2008,3,3,Bahrain Grand Prix
56,20,21,10,18,0.0,56,0,56,11,95057,204.963,11,2008,3,3,Bahrain Grand Prix
57,20,1,1,3,0.0,56,0,25,19,95520,203.969,11,2008,3,3,Bahrain Grand Prix
58,20,6,3,16,0.0,56,0,30,17,95433,204.155,11,2008,3,3,Bahrain Grand Prix
59,20,7,5,15,0.0,56,0,33,15,95333,204.369,11,2008,3,3,Bahrain Grand Prix
60,20,19,8,21,0.0,56,0,45,14,95324,204.389,11,2008,3,3,Bahrain Grand Prix
61,20,11,8,22,0.0,56,0,56,20,95890,203.18,11,2008,3,3,Bahrain Grand Prix
62,20,14,9,17,0.0,56,0,43,16,95351,204.331,11,2008,3,3,Bahrain Grand Prix
63,20,16,10,20,0.0,56,0,55,18,95442,204.136,12,2008,3,3,Bahrain Grand Prix
64,20,12,4,14,0.0,40,0,31,12,95128,204.808,6,2008,3,3,Bahrain Grand Prix
65,20,18,11,9,0.0,19,0,11,21,96125,202.686,4,2008,3,3,Bahrain Grand Prix
66,20,20,5,19,0.0,0,0,0,0,5400000,0.0,5,2008,3,3,Bahrain Grand Prix
67,21,8,6,1,10.0,66,5899051,46,1,81670,205.191,1,2008,4,4,Spanish Grand Prix
68,21,13,6,3,8.0,66,5902279,45,2,81801,204.863,1,2008,4,4,Spanish Grand Prix
69,21,1,1,5,6.0,66,5903238,20,3,82017,204.323,1,2008,4,4,Spanish Grand Prix
70,21,9,2,4,5.0,66,5904745,20,4,82106,204.102,1,2008,4,4,Spanish Grand Prix
71,21,17,9,7,4.0,66,5934989,19,8,82564,202.969,1,2008,4,4,Spanish Grand Prix
72,21,18,11,13,3.0,66,5952061,66,5,82353,203.489,1,2008,4,4,Spanish Grand Prix
73,21,6,3,12,2.0,66,5957295,48,15,83549,200.576,1,2008,4,4,Spanish Grand Prix
74,21,15,7,8,1.0,66,5958486,45,10,82758,202.494,1,2008,4,4,Spanish Grand Prix
75,21,2,2,9,0.0,66,5962124,21,7,82519,203.08,1,2008,4,4,Spanish Grand Prix
76,21,21,10,19,0.0,65,0,40,14,83439,200.841,11,2008,4,4,Spanish Grand Prix
77,21,10,7,14,0.0,65,0,57,12,83007,201.886,11,2008,4,4,Spanish Grand Prix
78,21,14,9,17,0.0,65,0,57,11,82842,202.288,11,2008,4,4,Spanish Grand Prix
79,21,11,8,22,0.0,65,0,34,17,84617,198.045,11,2008,4,4,Spanish Grand Prix
80,21,3,3,15,0.0,41,0,20,13,83319,201.13,5,2008,4,4,Spanish Grand Prix
81,21,4,4,2,0.0,34,0,15,9,82683,202.677,5,2008,4,4,Spanish Grand Prix
82,21,22,11,11,0.0,34,0,21,16,83858,199.837,4,2008,4,4,Spanish Grand Prix
83,21,5,1,6,0.0,21,0,19,6,82453,203.243,3,2008,4,4,Spanish Grand Prix
84,21,19,8,21,0.0,8,0,6,20,86864,192.922,21,2008,4,4,Spanish Grand Prix
85,21,7,5,16,0.0,7,0,6,19,85999,194.862,4,2008,4,4,Spanish Grand Prix
86,21,12,4,10,0.0,6,0,6,18,85444,196.128,4,2008,4,4,Spanish Grand Prix
87,21,16,10,20,0.0,0,0,0,0,5400000,0.0,4,2008,4,4,Spanish Grand Prix
88,21,20,5,18,0.0,0,0,0,0,5400000,0.0,4,2008,4,4,Spanish Grand Prix
89,22,13,6,1,10.0,58,5209451,16,3,86666,221.734,1,2008,5,5,Turkish Grand Prix
90,22,1,1,3,8.0,58,5213230,31,2,86529,222.085,1,2008,5,5,Turkish Grand Prix
91,22,8,6,4,6.0,58,5213722,20,1,86506,222.144,1,2008,5,5,Turkish Grand Prix
92,22,9,2,5,5.0,58,5231396,17,4,86780,221.442,1,2008,5,5,Turkish Grand Prix
93,22,2,2,9,4.0,58,5248192,20,5,87219,220.328,1,2008,5,5,Turkish Grand Prix
94,22,4,4,7,3.0,58,5263175,57,6,87280,220.174,1,2008,5,5,Turkish Grand Prix
95,22,17,9,6,2.0,58,5273680,14,7,87630,219.294,1,2008,5,5,Turkish Grand Prix
96,22,3,3,11,1.0,58,5280857,55,9,87795,218.882,1,2008,5,5,Turkish Grand Prix
97,22,14,9,10,0.0,58,5284721,41,12,87966,218.457,1,2008,5,5,Turkish Grand Prix
98,22,15,7,8,0.0,58,5285795,52,11,87926,218.556,1,2008,5,5,Turkish Grand Prix
99,22,18,11,13,0.0,57,0,57,13,87998,218.377,11,2008,5,5,Turkish Grand Prix
100,22,5,1,2,0.0,57,0,55,8,87640,219.269,11,2008,5,5,Turkish Grand Prix
101,22,10,7,15,0.0,57,0,28,16,88303,217.623,11,2008,5,5,Turkish Grand Prix
102,22,22,11,12,0.0,57,0,56,14,88017,218.33,11,2008,5,5,Turkish Grand Prix
103,22,12,4,17,0.0,57,0,40,10,87867,218.703,11,2008,5,5,Turkish Grand Prix
104,22,16,10,19,0.0,57,0,35,18,88780,216.454,11,2008,5,5,Turkish Grand Prix
105,22,20,5,14,0.0,57,0,38,15,88180,217.926,11,2008,5,5,Turkish Grand Prix
106,22,7,5,18,0.0,24,0,19,17,88745,216.539,22,2008,5,5,Turkish Grand Prix
107,22,6,3,16,0.0,1,0,0,0,5400000,0.0,4,2008,5,5,Turkish Grand Prix
108,22,21,10,20,0.0,0,0,0,0,5400000,0.0,4,2008,5,5,Turkish Grand Prix
109,23,1,1,3,10.0,76,7242742,71,6,78510,153.152,1,2008,6,6,Monaco Grand Prix
110,23,9,2,5,8.0,76,7245806,75,5,77933,154.286,1,2008,6,6,Monaco Grand Prix
111,23,13,6,1,6.0,76,7247553,76,4,77886,154.379,1,2008,6,6,Monaco Grand Prix
112,23,17,9,9,5.0,76,7262037,74,8,79036,152.133,1,2008,6,6,Monaco Grand Prix
113,23,20,5,19,4.0,76,7267399,74,7,78787,152.614,1,2008,6,6,Monaco Grand Prix
114,23,22,11,14,3.0,76,7271150,75,9,79574,151.104,1,2008,6,6,Monaco Grand Prix
115,23,6,3,13,2.0,76,7272922,75,13,79910,150.469,1,2008,6,6,Monaco Grand Prix
116,23,5,1,4,1.0,76,7275933,74,2,77282,155.586,1,2008,6,6,Monaco Grand Prix
117,23,8,6,2,0.0,76,7276534,74,1,76689,156.789,1,2008,6,6,Monaco Grand Prix
118,23,4,4,7,0.0,75,0,73,3,77869,154.413,11,2008,6,6,Monaco Grand Prix
119,23,18,11,11,0.0,75,0,74,10,79582,151.089,11,2008,6,6,Monaco Grand Prix
120,23,10,7,10,0.0,75,0,75,11,79618,151.021,11,2008,6,6,Monaco Grand Prix
121,23,15,7,8,0.0,75,0,75,12,79830,150.62,11,2008,6,6,Monaco Grand Prix
122,23,2,2,12,0.0,72,0,72,14,80251,149.829,14,2008,6,6,Monaco Grand Prix
123,23,16,10,18,0.0,67,0,60,16,82039,146.564,4,2008,6,6,Monaco Grand Prix
124,23,3,3,6,0.0,59,0,58,15,81270,147.951,3,2008,6,6,Monaco Grand Prix
125,23,12,4,17,0.0,47,0,40,17,91187,131.86,3,2008,6,6,Monaco Grand Prix
126,23,21,10,20,0.0,36,0,33,18,92848,129.5,6,2008,6,6,Monaco Grand Prix
127,23,14,9,15,0.0,7,0,7,20,102112,117.753,3,2008,6,6,Monaco Grand Prix
128,23,7,5,16,0.0,7,0,7,19,101150,118.872,4,2008,6,6,Monaco Grand Prix
129,24,9,2,2,10.0,70,5784227,47,4,77539,202.473,1,2008,7,7,Canadian Grand Prix
130,24,2,2,8,8.0,70,5800722,25,2,77430,202.758,1,2008,7,7,Canadian Grand Prix
131,24,14,9,13,6.0,70,5807579,36,7,78085,201.057,1,2008,7,7,Canadian Grand Prix
132,24,10,7,11,5.0,70,5826854,31,17,79087,198.51,1,2008,7,7,Canadian Grand Prix
133,24,13,6,6,4.0,70,5828161,11,6,78006,201.261,1,2008,7,7,Canadian Grand Prix
134,24,15,7,14,3.0,70,5832002,38,15,78870,199.056,1,2008,7,7,Canadian Grand Prix
135,24,22,11,9,2.0,70,5837824,35,10,78301,200.503,1,2008,7,7,Canadian Grand Prix
136,24,20,5,19,1.0,70,5838347,33,12,78532,199.913,1,2008,7,7,Canadian Grand Prix
137,24,5,1,7,0.0,70,5838660,62,11,78462,200.091,1,2008,7,7,Canadian Grand Prix
138,24,3,3,5,0.0,70,5838976,14,5,77977,201.336,1,2008,7,7,Canadian Grand Prix
139,24,18,11,20,0.0,70,5851767,58,19,79352,197.847,1,2008,7,7,Canadian Grand Prix
140,24,17,9,10,0.0,70,5855526,51,8,78201,200.759,1,2008,7,7,Canadian Grand Prix
141,24,7,5,18,0.0,69,0,34,13,78620,199.689,11,2008,7,7,Canadian Grand Prix
142,24,21,10,17,0.0,51,0,41,16,79066,198.563,20,2008,7,7,Canadian Grand Prix
143,24,6,3,12,0.0,46,0,30,14,78783,199.273,3,2008,7,7,Canadian Grand Prix
144,24,4,4,4,0.0,44,0,16,9,78225,200.697,20,2008,7,7,Canadian Grand Prix
145,24,12,4,15,0.0,43,0,16,18,79239,198.129,23,2008,7,7,Canadian Grand Prix
146,24,8,6,3,0.0,19,0,14,1,77387,202.871,4,2008,7,7,Canadian Grand Prix
147,24,1,1,1,0.0,19,0,4,3,77506,202.559,4,2008,7,7,Canadian Grand Prix
148,24,16,10,16,0.0,13,0,7,20,80666,194.624,6,2008,7,7,Canadian Grand Prix
149,25,13,6,2,10.0,70,5510245,20,2,76729,206.956,1,2008,8,8,French Grand Prix
150,25,8,6,1,8.0,70,5528229,16,1,76630,207.224,1,2008,8,8,French Grand Prix
151,25,15,7,4,6.0,70,5538495,12,7,77567,204.721,1,2008,8,8,French Grand Prix
152,25,5,1,10,5.0,70,5539174,46,3,77134,205.87,1,2008,8,8,French Grand Prix
153,25,9,2,5,4.0,70,5540757,16,4,77172,205.768,1,2008,8,8,French Grand Prix
154,25,17,9,6,3.0,70,5550549,22,6,77507,204.879,1,2008,8,8,French Grand Prix
155,25,12,4,9,2.0,70,5551278,24,10,77758,204.218,1,2008,8,8,French Grand Prix
156,25,4,4,3,1.0,70,5553617,39,8,77640,204.525,1,2008,8,8,French Grand Prix
157,25,14,9,7,0.0,70,5561266,23,12,77818,204.06,1,2008,8,8,French Grand Prix
158,25,1,1,13,0.0,70,5564783,40,5,77453,205.022,1,2008,8,8,French Grand Prix
159,25,10,7,8,0.0,70,5567945,45,13,77836,204.013,1,2008,8,8,French Grand Prix
160,25,20,5,12,0.0,70,5568310,36,11,77760,204.212,1,2008,8,8,French Grand Prix
161,25,2,2,11,0.0,70,5572324,46,9,77716,204.328,1,2008,8,8,French Grand Prix
162,25,22,11,20,0.0,69,0,54,14,77969,203.665,11,2008,8,8,French Grand Prix
163,25,6,3,15,0.0,69,0,60,15,78054,203.443,11,2008,8,8,French Grand Prix
164,25,3,3,19,0.0,69,0,38,17,78311,202.776,11,2008,8,8,French Grand Prix
165,25,7,5,14,0.0,69,0,28,16,78216,203.022,11,2008,8,8,French Grand Prix
166,25,21,10,17,0.0,69,0,53,19,78557,202.141,11,2008,8,8,French Grand Prix
167,25,16,10,18,0.0,69,0,41,18,78462,202.385,11,2008,8,8,French Grand Prix
168,25,18,11,16,0.0,16,0,15,20,80876,196.345,4,2008,8,8,French Grand Prix
169,26,1,1,4,10.0,60,5949440,16,3,92817,199.398,1,2008,9,9,British Grand Prix
170,26,2,2,5,8.0,60,6018017,21,2,92719,199.609,1,2008,9,9,British Grand Prix
171,26,22,11,16,6.0,60,6031713,21,11,93386,198.183,1,2008,9,9,British Grand Prix
172,26,8,6,3,5.0,59,0,18,1,92150,200.842,11,2008,9,9,British Grand Prix
173,26,5,1,1,4.0,59,0,17,5,93130,198.728,11,2008,9,9,British Grand Prix
174,26,4,4,6,3.0,59,0,17,6,93133,198.722,11,2008,9,9,British Grand Prix
175,26,15,7,14,2.0,59,0,22,13,93808,197.292,11,2008,9,9,British Grand Prix
176,26,6,3,15,1.0,59,0,21,14,94277,196.31,11,2008,9,9,British Grand Prix
177,26,3,3,20,0.0,59,0,21,16,94797,195.234,11,2008,9,9,British Grand Prix
178,26,17,9,2,0.0,59,0,17,4,92952,199.109,11,2008,9,9,British Grand Prix
179,26,7,5,13,0.0,59,0,21,9,93366,198.224,11,2008,9,9,British Grand Prix
180,26,10,7,12,0.0,59,0,19,15,94610,195.619,11,2008,9,9,British Grand Prix
181,26,13,6,9,0.0,58,0,19,8,93257,198.458,12,2008,9,9,British Grand Prix
182,26,9,2,10,0.0,39,0,22,12,93539,197.859,20,2008,9,9,British Grand Prix
183,26,18,11,17,0.0,38,0,21,10,93376,198.205,20,2008,9,9,British Grand Prix
184,26,12,4,7,0.0,35,0,21,7,93203,198.573,20,2008,9,9,British Grand Prix
185,26,21,10,19,0.0,16,0,21,17,94930,194.96,20,2008,9,9,British Grand Prix
186,26,16,10,18,0.0,10,0,5,18,98160,188.545,20,2008,9,9,British Grand Prix
187,26,20,5,8,0.0,0,0,0,0,5400000,0.0,4,2008,9,9,British Grand Prix
188,26,14,9,11,0.0,0,0,0,0,5400000,0.0,4,2008,9,9,British Grand Prix
189,27,1,1,1,10.0,67,5480874,17,2,76039,216.552,1,2008,10,10,German Grand Prix
190,27,12,4,17,8.0,67,5486460,66,9,76910,214.099,1,2008,10,10,German Grand Prix
191,27,13,6,2,6.0,67,5490213,19,5,76502,215.241,1,2008,10,10,German Grand Prix
192,27,2,2,12,5.0,67,5490699,52,1,75987,216.7,1,2008,10,10,German Grand Prix
193,27,5,1,3,4.0,67,5493285,63,4,76495,215.261,1,2008,10,10,German Grand Prix
194,27,8,6,6,3.0,67,5495277,66,3,76342,215.692,1,2008,10,10,German Grand Prix
195,27,9,2,7,2.0,67,5503556,17,6,76610,214.937,1,2008,10,10,German Grand Prix
196,27,20,5,9,1.0,67,5514173,20,8,76771,214.484,1,2008,10,10,German Grand Prix
197,27,15,7,4,0.0,67,5518032,17,12,77023,213.785,1,2008,10,10,German Grand Prix
198,27,3,3,13,0.0,67,5518499,34,15,77380,212.799,1,2008,10,10,German Grand Prix
199,27,4,4,5,0.0,67,5519474,17,13,77115,213.53,1,2008,10,10,German Grand Prix
200,27,7,5,15,0.0,67,5519985,63,10,76969,213.935,1,2008,10,10,German Grand Prix
201,27,14,9,10,0.0,67,5535845,18,11,76994,213.866,1,2008,10,10,German Grand Prix
202,27,6,3,16,0.0,67,5540877,23,17,77691,211.947,1,2008,10,10,German Grand Prix
203,27,16,10,19,0.0,67,5550362,66,18,77889,211.408,1,2008,10,10,German Grand Prix
204,27,21,10,20,0.0,67,5564967,67,20,78208,210.546,1,2008,10,10,German Grand Prix
205,27,18,11,14,0.0,66,0,56,16,77636,212.097,11,2008,10,10,German Grand Prix
206,27,22,11,18,0.0,50,0,30,19,77986,211.145,4,2008,10,10,German Grand Prix
207,27,17,9,8,0.0,40,0,20,14,77206,213.278,5,2008,10,10,German Grand Prix
208,27,10,7,11,0.0,35,0,24,7,76712,214.652,22,2008,10,10,German Grand Prix
209,28,5,1,2,10.0,70,5847067,19,7,81753,192.917,1,2008,11,11,Hungarian Grand Prix
210,28,10,7,5,8.0,70,5858128,42,6,81670,193.111,1,2008,11,11,Hungarian Grand Prix
211,28,8,6,6,6.0,70,5863923,61,1,81195,194.243,1,2008,11,11,Hungarian Grand Prix
212,28,4,4,7,5.0,70,5868681,47,8,81793,192.823,1,2008,11,11,Hungarian Grand Prix
213,28,1,1,1,4.0,70,5870115,15,3,81493,193.533,1,2008,11,11,Hungarian Grand Prix
214,28,12,4,10,3.0,70,5879365,64,4,81537,193.428,1,2008,11,11,Hungarian Grand Prix
215,28,15,7,9,2.0,70,5883516,65,5,81638,193.189,1,2008,11,11,Hungarian Grand Prix
216,28,9,2,4,1.0,70,5895388,70,9,81941,192.475,1,2008,11,11,Hungarian Grand Prix
217,28,17,9,8,0.0,70,5905901,67,10,82125,192.043,1,2008,11,11,Hungarian Grand Prix
218,28,2,2,15,0.0,70,5914776,67,11,82183,191.908,1,2008,11,11,Hungarian Grand Prix
219,28,14,9,13,0.0,70,5917474,67,16,82732,190.634,1,2008,11,11,Hungarian Grand Prix
220,28,18,11,12,0.0,69,0,63,13,82396,191.409,11,2008,11,11,Hungarian Grand Prix
221,28,6,3,16,0.0,69,0,67,18,83307,189.319,11,2008,11,11,Hungarian Grand Prix
222,28,3,3,14,0.0,69,0,57,12,82396,191.409,11,2008,11,11,Hungarian Grand Prix
223,28,21,10,18,0.0,69,0,68,15,82640,190.844,11,2008,11,11,Hungarian Grand Prix
224,28,22,11,17,0.0,68,0,65,14,82436,191.319,12,2008,11,11,Hungarian Grand Prix
225,28,13,6,3,0.0,67,0,16,2,81355,193.861,5,2008,11,11,Hungarian Grand Prix
226,28,7,5,19,0.0,67,0,29,17,83220,189.516,13,2008,11,11,Hungarian Grand Prix
227,28,16,10,20,0.0,62,0,29,19,83650,188.542,23,2008,11,11,Hungarian Grand Prix
228,28,20,5,11,0.0,22,0,17,20,84222,187.262,25,2008,11,11,Hungarian Grand Prix
229,29,13,6,1,10.0,57,5732339,36,1,98708,197.637,1,2008,12,12,European Grand Prix
230,29,1,1,2,8.0,57,5737950,16,2,98884,197.285,1,2008,12,12,European Grand Prix
231,29,9,2,3,6.0,57,5769692,38,4,99330,196.399,1,2008,12,12,European Grand Prix
232,29,5,1,5,5.0,57,5772042,19,3,99112,196.831,1,2008,12,12,European Grand Prix
233,29,15,7,7,4.0,57,5783023,37,12,99657,195.755,1,2008,12,12,European Grand Prix
234,29,20,5,6,3.0,57,5784964,36,6,99485,196.093,1,2008,12,12,European Grand Prix
235,29,10,7,13,2.0,57,5800329,54,8,99535,195.995,1,2008,12,12,European Grand Prix
236,29,3,3,9,1.0,57,5803796,35,10,99577,195.912,1,2008,12,12,European Grand Prix
237,29,2,2,8,0.0,57,5814516,57,7,99526,196.013,1,2008,12,12,European Grand Prix
238,29,7,5,10,0.0,57,5822133,35,11,99639,195.79,1,2008,12,12,European Grand Prix
239,29,12,4,15,0.0,57,5825056,29,9,99544,195.977,1,2008,12,12,European Grand Prix
240,29,17,9,14,0.0,56,0,27,14,100264,194.57,11,2008,12,12,European Grand Prix
241,29,18,11,16,0.0,56,0,21,18,100763,193.606,11,2008,12,12,European Grand Prix
242,29,21,10,18,0.0,56,0,54,15,100353,194.397,11,2008,12,12,European Grand Prix
243,29,6,3,11,0.0,56,0,56,13,99803,195.469,11,2008,12,12,European Grand Prix
244,29,22,11,19,0.0,56,0,56,16,100593,193.933,11,2008,12,12,European Grand Prix
245,29,14,9,17,0.0,56,0,13,19,100978,193.194,11,2008,12,12,European Grand Prix
246,29,8,6,4,0.0,45,0,34,5,99424,196.214,5,2008,12,12,European Grand Prix
247,29,16,10,20,0.0,41,0,28,17,100661,193.802,3,2008,12,12,European Grand Prix
248,29,4,4,12,0.0,0,0,0,0,5400000,0.0,4,2008,12,12,European Grand Prix
249,30,13,6,2,10.0,44,4979394,26,3,108222,232.987,1,2008,13,13,Belgian Grand Prix
250,30,2,2,5,8.0,44,4988777,36,7,109067,231.182,1,2008,13,13,Belgian Grand Prix
251,30,1,1,1,6.0,44,4989933,20,2,108134,233.175,1,2008,13,13,Belgian Grand Prix
252,30,4,4,6,5.0,44,4993872,25,9,109238,230.82,1,2008,13,13,Belgian Grand Prix
253,30,20,5,10,4.0,44,4993970,16,8,109086,231.142,1,2008,13,13,Belgian Grand Prix
254,30,9,2,8,3.0,44,4994431,36,5,108965,231.399,1,2008,13,13,Belgian Grand Prix
255,30,7,5,9,2.0,44,4996129,31,6,109002,231.32,1,2008,13,13,Belgian Grand Prix
256,30,17,9,7,1.0,44,5022170,34,10,109515,230.236,1,2008,13,13,Belgian Grand Prix
257,30,10,7,13,0.0,44,5046439,37,12,110255,228.691,1,2008,13,13,Belgian Grand Prix
258,30,5,1,3,0.0,43,0,35,4,108223,232.985,6,2008,13,13,Belgian Grand Prix
259,30,14,9,14,0.0,43,0,19,11,110176,228.853,11,2008,13,13,Belgian Grand Prix
260,30,3,3,15,0.0,43,0,32,15,110656,227.862,11,2008,13,13,Belgian Grand Prix
261,30,16,10,18,0.0,43,0,27,13,110487,228.211,11,2008,13,13,Belgian Grand Prix
262,30,6,3,19,0.0,43,0,35,17,110970,227.218,11,2008,13,13,Belgian Grand Prix
263,30,18,11,17,0.0,43,0,19,16,110670,227.832,11,2008,13,13,Belgian Grand Prix
264,30,15,7,11,0.0,43,0,32,14,110543,228.095,11,2008,13,13,Belgian Grand Prix
265,30,21,10,20,0.0,43,0,17,19,111701,225.731,11,2008,13,13,Belgian Grand Prix
266,30,8,6,4,0.0,42,0,24,1,107930,233.618,20,2008,13,13,Belgian Grand Prix
267,30,22,11,16,0.0,19,0,10,20,112072,224.983,6,2008,13,13,Belgian Grand Prix
268,30,12,4,12,0.0,13,0,12,18,111118,226.915,20,2008,13,13,Belgian Grand Prix
269,31,20,5,1,10.0,53,5207494,53,14,90510,230.414,1,2008,14,14,Italian Grand Prix
270,31,5,1,2,8.0,53,5220006,53,13,90300,230.95,1,2008,14,14,Italian Grand Prix
271,31,9,2,11,6.0,53,5227965,52,12,90298,230.955,1,2008,14,14,Italian Grand Prix
272,31,4,4,8,5.0,53,5231397,51,9,89961,231.82,1,2008,14,14,Italian Grand Prix
273,31,2,2,10,4.0,53,5235242,53,6,89807,232.217,1,2008,14,14,Italian Grand Prix
274,31,13,6,6,3.0,53,5236310,52,4,89696,232.505,1,2008,14,14,Italian Grand Prix
275,31,1,1,15,2.0,53,5237406,52,5,89721,232.44,1,2008,14,14,Italian Grand Prix
276,31,17,9,3,1.0,53,5239542,52,3,89681,232.544,1,2008,14,14,Italian Grand Prix
277,31,8,6,14,0.0,53,5246962,53,1,88047,236.859,1,2008,14,14,Italian Grand Prix
278,31,12,4,17,0.0,53,5261939,53,16,90918,229.38,1,2008,14,14,Italian Grand Prix
279,31,10,7,9,0.0,53,5266382,53,8,89948,231.853,1,2008,14,14,Italian Grand Prix
280,31,6,3,18,0.0,53,5269509,53,11,90215,231.167,1,2008,14,14,Italian Grand Prix
281,31,15,7,7,0.0,53,5273448,52,15,90853,229.544,1,2008,14,14,Italian Grand Prix
282,31,3,3,5,0.0,53,5276129,53,10,90019,231.671,1,2008,14,14,Italian Grand Prix
