resultId,raceId,driverId,constructorId,grid,points,laps,milliseconds,fastestLap,race_rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name
7779,12,5,1,15,3.0,44,5063758,24,13,108348,232.716,1,2009,12,13,Belgian Grand Prix
7780,12,22,23,4,2.0,44,5066456,37,12,108257,232.912,1,2009,12,13,Belgian Grand Prix
7781,12,3,3,10,1.0,44,5067203,41,8,107765,233.973,1,2009,12,13,Belgian Grand Prix
7782,12,17,9,9,0.0,44,5067954,39,9,107783,233.936,1,2009,12,13,Belgian Grand Prix
7783,12,10,7,7,0.0,44,5072485,40,5,107735,234.038,1,2009,12,13,Belgian Grand Prix
7784,12,16,10,11,0.0,44,5073631,42,10,107859,233.771,1,2009,12,13,Belgian Grand Prix
7785,12,67,5,16,0.0,44,5077101,42,7,107763,233.98,1,2009,12,13,Belgian Grand Prix
7786,12,6,3,18,0.0,44,5085236,42,11,108205,233.024,1,2009,12,13,Belgian Grand Prix
7787,12,69,6,20,0.0,44,5133172,41,15,109803,229.633,1,2009,12,13,Belgian Grand Prix
7788,12,4,4,13,0.0,26,0,23,14,108634,232.104,31,2009,12,13,Belgian Grand Prix
7789,12,15,7,2,0.0,21,0,16,16,110029,229.161,23,2009,12,13,Belgian Grand Prix
7790,12,18,23,14,0.0,0,0,0,0,5400000,0.0,4,2009,12,13,Belgian Grand Prix
7791,12,154,4,19,0.0,0,0,0,0,5400000,0.0,4,2009,12,13,Belgian Grand Prix
7792,12,1,1,12,0.0,0,0,0,0,5400000,0.0,4,2009,12,13,Belgian Grand Prix
7793,12,153,5,17,0.0,0,0,0,0,5400000,0.0,4,2009,12,13,Belgian Grand Prix
7794,13,22,23,5,10.0,53,4581706,48,5,84967,245.445,1,2009,13,14,Italian Grand Prix
7795,13,18,23,6,8.0,53,4584572,46,4,84935,245.538,1,2009,13,14,Italian Grand Prix
7796,13,8,6,3,6.0,53,4612370,36,2,84761,246.042,1,2009,13,14,Italian Grand Prix
7797,13,16,10,2,5.0,53,4612837,36,1,84739,246.106,1,2009,13,14,Italian Grand Prix
7798,13,4,4,8,4.0,53,4640888,50,8,85199,244.777,1,2009,13,14,Italian Grand Prix
7799,13,5,1,4,3.0,53,4642399,51,6,85109,245.036,1,2009,13,14,Italian Grand Prix
7800,13,2,2,15,2.0,53,4664118,30,9,85488,243.95,1,2009,13,14,Italian Grand Prix
7801,13,20,9,9,1.0,53,4667113,50,7,85194,244.791,1,2009,13,14,Italian Grand Prix
7802,13,21,6,14,0.0,53,4668562,28,10,85498,243.921,1,2009,13,14,Italian Grand Prix
7803,13,6,3,17,0.0,53,4743869,51,16,85976,242.565,1,2009,13,14,Italian Grand Prix
7804,13,10,7,16,0.0,53,4745631,50,14,85751,243.201,1,2009,13,14,Italian Grand Prix
7805,13,1,1,1,0.0,52,0,52,3,84801,245.923,3,2009,13,14,Italian Grand Prix
7806,13,67,5,19,0.0,52,0,50,11,85564,243.733,11,2009,13,14,Italian Grand Prix
7807,13,15,7,11,0.0,52,0,49,13,85700,243.346,11,2009,13,14,Italian Grand Prix
7808,13,154,4,12,0.0,52,0,51,12,85609,243.605,11,2009,13,14,Italian Grand Prix
7809,13,3,3,18,0.0,51,0,50,15,85901,242.777,12,2009,13,14,Italian Grand Prix
7810,13,24,10,7,0.0,22,0,22,17,86041,242.382,7,2009,13,14,Italian Grand Prix
7811,13,153,5,20,0.0,19,0,17,19,87846,237.401,31,2009,13,14,Italian Grand Prix
7812,13,9,2,13,0.0,15,0,12,18,87819,237.474,44,2009,13,14,Italian Grand Prix
7813,13,17,9,10,0.0,0,0,0,0,5400000,0.0,4,2009,13,14,Italian Grand Prix
7814,14,1,1,1,10.0,61,6966337,36,2,108345,168.561,1,2009,14,15,Singapore Grand Prix
7815,14,10,7,6,8.0,61,6975971,34,6,108396,168.482,1,2009,14,15,Singapore Grand Prix
7816,14,4,4,5,6.0,61,6982961,53,1,108240,168.725,1,2009,14,15,Singapore Grand Prix
7817,14,20,9,2,5.0,61,6986958,10,7,108398,168.479,1,2009,14,15,Singapore Grand Prix
7818,14,18,23,11,4.0,61,6996352,54,4,108369,168.524,1,2009,14,15,Singapore Grand Prix
7819,14,22,23,9,3.0,61,6998195,50,8,108598,168.168,1,2009,14,15,Singapore Grand Prix
7820,14,5,1,8,2.0,61,7002494,36,11,109283,167.114,1,2009,14,15,Singapore Grand Prix
7821,14,9,2,7,1.0,61,7021391,44,10,108847,167.784,1,2009,14,15,Singapore Grand Prix
7822,14,6,3,10,0.0,61,7022391,45,13,109371,166.98,1,2009,14,15,Singapore Grand Prix
7823,14,8,6,12,0.0,61,7025229,54,5,108390,168.49,1,2009,14,15,Singapore Grand Prix
7824,14,3,3,3,0.0,61,7026114,9,3,108352,168.55,1,2009,14,15,Singapore Grand Prix
7825,14,15,7,14,0.0,61,7039346,54,9,108816,167.831,1,2009,14,15,Singapore Grand Prix
7826,14,21,6,17,0.0,61,7046227,49,14,109417,166.91,1,2009,14,15,Singapore Grand Prix
7827,14,24,10,19,0.0,61,7059839,48,15,109852,166.249,1,2009,14,15,Singapore Grand Prix
7828,14,153,5,16,0.0,47,0,32,18,112483,162.36,23,2009,14,15,Singapore Grand Prix
7829,14,67,5,13,0.0,47,0,17,16,110636,165.071,6,2009,14,15,Singapore Grand Prix
7830,14,17,9,4,0.0,45,0,35,12,109319,167.059,23,2009,14,15,Singapore Grand Prix
7831,14,16,10,15,0.0,23,0,15,19,112622,162.158,4,2009,14,15,Singapore Grand Prix
7832,14,2,2,20,0.0,19,0,18,17,111346,164.018,4,2009,14,15,Singapore Grand Prix
7833,14,154,4,18,0.0,3,0,2,20,117192,155.836,23,2009,14,15,Singapore Grand Prix
7834,15,20,9,1,10.0,53,5300443,43,2,92572,225.826,1,2009,15,22,Japanese Grand Prix
7835,15,15,7,2,8.0,53,5305320,38,4,93152,224.42,1,2009,15,22,Japanese Grand Prix
7836,15,1,1,3,6.0,53,5306915,13,6,93259,224.162,1,2009,15,22,Japanese Grand Prix
7837,15,8,6,5,5.0,53,5308383,33,3,92999,224.789,1,2009,15,22,Japanese Grand Prix
7838,15,3,3,7,4.0,53,5309236,43,9,93595,223.358,1,2009,15,22,Japanese Grand Prix
7839,15,2,2,4,3.0,53,5309952,13,10,93600,223.346,1,2009,15,22,Japanese Grand Prix
7840,15,22,23,6,2.0,53,5311084,17,13,93910,222.608,1,2009,15,22,Japanese Grand Prix
7841,15,18,23,10,1.0,53,5311917,42,5,93251,224.182,1,2009,15,22,Japanese Grand Prix
7842,15,9,2,9,0.0,53,5312220,44,7,93334,223.982,1,2009,15,22,Japanese Grand Prix
7843,15,4,4,16,0.0,53,5313508,28,14,93946,222.523,1,2009,15,22,Japanese Grand Prix
7844,15,5,1,11,0.0,53,5314178,35,12,93801,222.867,1,2009,15,22,Japanese Grand Prix
7845,15,21,6,14,0.0,53,5315039,33,8,93479,223.635,1,2009,15,22,Japanese Grand Prix
7846,15,16,10,8,0.0,53,5315402,36,11,93668,223.184,1,2009,15,22,Japanese Grand Prix
7847,15,24,10,18,0.0,53,5316177,36,16,94294,221.702,1,2009,15,22,Japanese Grand Prix
7848,15,6,3,15,0.0,53,5318416,26,18,94783,220.558,1,2009,15,22,Japanese Grand Prix
7849,15,154,4,17,0.0,52,0,39,17,94643,220.884,11,2009,15,22,Japanese Grand Prix
7850,15,17,9,19,0.0,51,0,50,1,92569,225.833,12,2009,15,22,Japanese Grand Prix
7851,15,153,5,12,0.0,43,0,34,15,94049,222.279,3,2009,15,22,Japanese Grand Prix
7852,15,67,5,13,0.0,11,0,5,19,95392,219.15,8,2009,15,22,Japanese Grand Prix
7853,15,10,7,20,0.0,0,0,0,0,5400000,0.0,73,2009,15,22,Japanese Grand Prix
7854,16,17,9,2,10.0,71,5543081,25,1,73733,210.386,1,2009,16,18,Brazilian Grand Prix
7855,16,9,2,8,8.0,71,5550707,38,4,74155,209.188,1,2009,16,18,Brazilian Grand Prix
7856,16,1,1,17,6.0,71,5562025,59,6,74345,208.654,1,2009,16,18,Brazilian Grand Prix
7857,16,20,9,15,5.0,71,5562733,59,2,73890,209.939,1,2009,16,18,Brazilian Grand Prix
7858,16,18,23,14,4.0,71,5572086,46,7,74353,208.631,1,2009,16,18,Brazilian Grand Prix
7859,16,8,6,5,3.0,71,5576421,47,9,74558,208.058,1,2009,16,18,Brazilian Grand Prix
7860,16,67,5,6,2.0,71,5579072,58,10,74563,208.044,1,2009,16,18,Brazilian Grand Prix
7861,16,22,23,1,1.0,71,5588535,20,3,73950,209.768,1,2009,16,18,Brazilian Grand Prix
7862,16,5,1,16,0.0,71,5591580,68,5,74303,208.772,1,2009,16,18,Brazilian Grand Prix
7863,16,155,7,11,0.0,71,5606405,71,11,74676,207.729,1,2009,16,18,Brazilian Grand Prix
7864,16,21,6,19,0.0,71,5613746,55,14,74931,207.022,1,2009,16,18,Brazilian Grand Prix
7865,16,24,10,20,0.0,71,5614469,43,16,74990,206.859,1,2009,16,18,Brazilian Grand Prix
7866,16,154,4,13,0.0,70,0,54,12,74789,207.415,11,2009,16,18,Brazilian Grand Prix
7867,16,153,5,12,0.0,70,0,59,13,74861,207.216,11,2009,16,18,Brazilian Grand Prix
7868,16,6,3,9,0.0,30,0,21,17,75073,206.63,3,2009,16,18,Brazilian Grand Prix
7869,16,3,3,7,0.0,27,0,16,8,74370,208.584,6,2009,16,18,Brazilian Grand Prix
7870,16,2,2,18,0.0,21,0,19,15,74988,206.865,60,2009,16,18,Brazilian Grand Prix
7871,16,16,10,3,0.0,0,0,0,0,5400000,0.0,3,2009,16,18,Brazilian Grand Prix
7872,16,15,7,4,0.0,0,0,0,0,5400000,0.0,3,2009,16,18,Brazilian Grand Prix
7873,16,4,4,10,0.0,0,0,0,0,5400000,0.0,3,2009,16,18,Brazilian Grand Prix
16067,17,20,9,2,10.0,55,5643414,54,1,100279,199.387,1,2009,17,24,Abu Dhabi Grand Prix
16068,17,17,9,3,8.0,55,5661271,14,5,100571,198.808,1,2009,17,24,Abu Dhabi Grand Prix
16069,17,18,23,5,6.0,55,5661881,49,6,100642,198.668,1,2009,17,24,Abu Dhabi Grand Prix
16070,17,22,23,4,5.0,55,5666149,54,4,100449,199.05,1,2009,17,24,Abu Dhabi Grand Prix
16071,17,2,2,8,4.0,55,5669667,54,7,100672,198.609,1,2009,17,24,Abu Dhabi Grand Prix
16072,17,155,7,12,3.0,55,5671757,55,11,100779,198.398,1,2009,17,24,Abu Dhabi Grand Prix
16073,17,15,7,6,2.0,55,5677780,49,8,100723,198.508,1,2009,17,24,Abu Dhabi Grand Prix
16074,17,67,5,10,1.0,55,5684708,55,2,100326,199.294,1,2009,17,24,Abu Dhabi Grand Prix
16075,17,3,3,9,0.0,55,5689355,49,15,100997,197.97,1,2009,17,24,Abu Dhabi Grand Prix
16076,17,9,2,7,0.0,55,5691594,54,14,100924,198.113,1,2009,17,24,Abu Dhabi Grand Prix
16077,17,5,1,18,0.0,55,5696212,53,18,101316,197.346,1,2009,17,24,Abu Dhabi Grand Prix
16078,17,8,6,11,0.0,55,5697731,54,12,100843,198.272,1,2009,17,24,Abu Dhabi Grand Prix
16079,17,6,3,13,0.0,55,5703253,54,9,100753,198.447,1,2009,17,24,Abu Dhabi Grand Prix
16080,17,4,4,15,0.0,55,5713101,54,10,100757,198.441,1,2009,17,24,Abu Dhabi Grand Prix
16081,17,24,10,16,0.0,55,5737864,54,17,101277,197.422,1,2009,17,24,Abu Dhabi Grand Prix
16082,17,21,6,20,0.0,54,0,54,16,101132,197.705,11,2009,17,24,Abu Dhabi Grand Prix
16083,17,16,10,17,0.0,54,0,34,13,100904,198.152,11,2009,17,24,Abu Dhabi Grand Prix
16084,17,154,4,19,0.0,54,0,47,19,102274,195.498,11,2009,17,24,Abu Dhabi Grand Prix
16085,17,1,1,1,0.0,20,0,16,3,100366,199.212,23,2009,17,24,Abu Dhabi Grand Prix
16086,17,153,5,14,0.0,18,0,16,20,103318,193.522,6,2009,17,24,Abu Dhabi Grand Prix
20323,337,4,6,3,25.0,49,5960396,45,1,118287,191.706,1,2010,1,3,Bahrain Grand Prix
20324,337,13,6,2,18.0,49,5976495,38,5,119732,189.392,1,2010,1,3,Bahrain Grand Prix
20325,337,1,1,4,15.0,49,5983578,42,4,119560,189.665,1,2010,1,3,Bahrain Grand Prix
20326,337,20,9,1,12.0,49,5999195,32,12,120218,188.627,1,2010,1,3,Bahrain Grand Prix
20327,337,3,131,5,10.0,49,6000609,45,13,120236,188.599,1,2010,1,3,Bahrain Grand Prix
20328,337,30,131,7,8.0,49,6004559,45,11,120204,188.649,1,2010,1,3,Bahrain Grand Prix
20329,337,18,1,8,6.0,49,6005676,45,9,119970,189.017,1,2010,1,3,Bahrain Grand Prix
20330,337,17,9,6,4.0,49,6006756,45,3,119487,189.781,1,2010,1,3,Bahrain Grand Prix
20331,337,24,10,12,2.0,49,6013404,39,7,119906,189.118,1,2010,1,3,Bahrain Grand Prix
20332,337,22,3,11,1.0,49,6022885,47,6,119833,189.233,1,2010,1,3,Bahrain Grand Prix
20333,337,9,4,9,0.0,49,6029489,33,14,120474,188.226,1,2010,1,3,Bahrain Grand Prix
20334,337,16,10,10,0.0,49,6043354,49,2,119393,189.93,1,2010,1,3,Bahrain Grand Prix
20335,337,153,5,18,0.0,49,6053052,28,8,119964,189.026,1,2010,1,3,Bahrain Grand Prix
20336,337,807,3,13,0.0,48,0,34,15,121401,186.789,11,2010,1,3,Bahrain Grand Prix
20337,337,5,205,21,0.0,47,0,47,17,122701,184.81,12,2010,1,3,Bahrain Grand Prix
20338,337,67,5,15,0.0,46,0,41,10,120080,188.844,10,2010,1,3,Bahrain Grand Prix
20339,337,15,205,20,0.0,46,0,34,18,122930,184.465,9,2010,1,3,Bahrain Grand Prix
20340,337,37,15,14,0.0,28,0,27,16,121650,186.406,9,2010,1,3,Bahrain Grand Prix
20341,337,811,164,23,0.0,17,0,14,22,129127,175.613,25,2010,1,3,Bahrain Grand Prix
20342,337,10,166,19,0.0,16,0,11,21,127062,178.467,6,2010,1,3,Bahrain Grand Prix
20343,337,808,4,17,0.0,13,0,7,19,124307,182.422,22,2010,1,3,Bahrain Grand Prix
20344,337,155,15,16,0.0,11,0,4,20,125044,181.347,9,2010,1,3,Bahrain Grand Prix
20345,337,810,166,22,0.0,2,0,2,23,129360,175.295,9,2010,1,3,Bahrain Grand Prix
20346,337,812,164,24,0.0,1,0,0,0,5400000,0.0,3,2010,1,3,Bahrain Grand Prix
20347,338,18,1,4,25.0,58,5616531,52,6,89291,213.804,1,2010,2,1,Australian Grand Prix
20348,338,9,4,9,18.0,58,5628565,52,8,89570,213.138,1,2010,2,1,Australian Grand Prix
20349,338,13,6,5,15.0,58,5631019,52,7,89537,213.216,1,2010,2,1,Australian Grand Prix
20350,338,4,6,3,12.0,58,5632835,47,10,89707,212.812,1,2010,2,1,Australian Grand Prix
20351,338,3,131,6,10.0,58,5633214,53,2,88489,215.742,1,2010,2,1,Australian Grand Prix
20352,338,1,1,11,8.0,58,5646429,47,3,88506,215.7,1,2010,2,1,Australian Grand Prix
20353,338,24,10,13,6.0,58,5676378,55,9,89685,212.865,1,2010,2,1,Australian Grand Prix
20354,338,22,3,8,4.0,58,5677067,58,5,89210,213.998,1,2010,2,1,Australian Grand Prix
20355,338,17,9,2,2.0,58,5683850,47,1,88358,216.061,1,2010,2,1,Australian Grand Prix
20356,338,30,131,7,1.0,58,5685922,58,4,89185,214.058,1,2010,2,1,Australian Grand Prix
20357,338,153,5,17,0.0,58,5687832,49,11,89713,212.798,1,2010,2,1,Australian Grand Prix
20358,338,37,15,14,0.0,58,5690615,54,12,90587,210.745,1,2010,2,1,Australian Grand Prix
20359,338,5,205,19,0.0,56,0,52,14,93638,203.878,12,2010,2,1,Australian Grand Prix
20360,338,812,164,22,0.0,53,0,48,16,95045,200.86,15,2010,2,1,Australian Grand Prix
20361,338,10,166,23,0.0,41,0,37,15,94229,202.597,22,2010,2,1,Australian Grand Prix
20362,338,810,166,24,0.0,26,0,17,17,96607,197.613,9,2010,2,1,Australian Grand Prix
20363,338,20,9,1,0.0,25,0,22,13,91556,208.515,36,2010,2,1,Australian Grand Prix
20364,338,16,10,10,0.0,9,0,6,19,103223,184.947,5,2010,2,1,Australian Grand Prix
20365,338,808,4,18,0.0,9,0,6,18,103132,185.11,20,2010,2,1,Australian Grand Prix
20366,338,811,164,21,0.0,4,0,4,20,147276,129.626,9,2010,2,1,Australian Grand Prix
20367,338,67,5,12,0.0,0,0,0,0,5400000,0.0,4,2010,2,1,Australian Grand Prix
20368,338,807,3,15,0.0,0,0,0,0,5400000,0.0,4,2010,2,1,Australian Grand Prix
20369,338,155,15,16,0.0,0,0,0,0,5400000,0.0,4,2010,2,1,Australian Grand Prix
20370,338,15,205,20,0.0,0,0,0,0,5400000,0.0,9,2010,2,1,Australian Grand Prix
20371,339,20,9,3,25.0,56,5628412,53,6,97813,204.009,1,2010,3,2,Malaysian Grand Prix
20372,339,17,9,1,18.0,56,5633261,53,1,97054,205.605,1,2010,3,2,Malaysian Grand Prix
20373,339,3,131,2,15.0,56,5641916,53,8,98128,203.352,1,2010,3,2,Malaysian Grand Prix
20374,339,9,4,6,12.0,56,5647001,55,7,98074,203.466,1,2010,3,2,Malaysian Grand Prix
20375,339,16,10,4,10.0,56,5649471,55,9,98160,203.288,1,2010,3,2,Malaysian Grand Prix
20376,339,1,1,20,8.0,56,5651883,32,4,97745,204.151,1,2010,3,2,Malaysian Grand Prix
20377,339,13,6,21,6.0,56,5655480,48,5,97783,204.07,1,2010,3,2,Malaysian Grand Prix
20378,339,18,1,17,4.0,56,5666330,49,10,98501,202.584,1,2010,3,2,Malaysian Grand Prix
20379,339,153,5,14,2.0,56,5699014,44,13,99489,200.572,1,2010,3,2,Malaysian Grand Prix
20380,339,807,3,5,1.0,56,5701811,51,11,99124,201.311,1,2010,3,2,Malaysian Grand Prix
20381,339,67,5,13,0.0,56,5707350,54,3,97610,204.433,1,2010,3,2,Malaysian Grand Prix
20382,339,22,3,7,0.0,55,0,46,12,99428,200.695,11,2010,3,2,Malaysian Grand Prix
20383,339,4,6,19,0.0,54,0,41,2,97231,205.23,5,2010,3,2,Malaysian Grand Prix
20384,339,810,166,24,0.0,53,0,28,18,103223,193.315,13,2010,3,2,Malaysian Grand Prix
20385,339,812,164,22,0.0,53,0,40,21,104789,190.426,13,2010,3,2,Malaysian Grand Prix
20386,339,811,164,23,0.0,52,0,39,22,105334,189.443,14,2010,3,2,Malaysian Grand Prix
20387,339,15,205,18,0.0,51,0,31,20,103753,192.329,15,2010,3,2,Malaysian Grand Prix
20388,339,5,205,15,0.0,46,0,44,17,102701,194.299,88,2010,3,2,Malaysian Grand Prix
20389,339,808,4,11,0.0,32,0,32,14,100693,198.174,6,2010,3,2,Malaysian Grand Prix
20390,339,24,10,10,0.0,12,0,9,16,102594,194.502,37,2010,3,2,Malaysian Grand Prix
20391,339,30,131,8,0.0,9,0,9,15,102084,195.474,36,2010,3,2,Malaysian Grand Prix
20392,339,155,15,9,0.0,8,0,6,19,103340,193.098,5,2010,3,2,Malaysian Grand Prix
20393,339,10,166,16,0.0,2,0,2,23,106388,187.566,20,2010,3,2,Malaysian Grand Prix
20394,339,37,15,12,0.0,0,0,0,0,5400000,0.0,5,2010,3,2,Malaysian Grand Prix
20395,340,18,1,5,25.0,56,6402163,14,4,102886,190.731,1,2010,4,17,Chinese Grand Prix
20396,340,1,1,6,18.0,56,6403693,13,1,102061,192.273,1,2010,4,17,Chinese Grand Prix
20397,340,3,131,4,15.0,56,6411647,14,5,103245,190.068,1,2010,4,17,Chinese Grand Prix
20398,340,4,6,3,12.0,56,6414032,14,9,104134,188.445,1,2010,4,17,Chinese Grand Prix
20399,340,9,4,8,10.0,56,6424376,14,6,103630,189.362,1,2010,4,17,Chinese Grand Prix
20400,340,20,9,1,8.0,56,6435473,14,2,102358,191.715,1,2010,4,17,Chinese Grand Prix
20401,340,808,4,14,6.0,56,6449763,14,8,103801,189.05,1,2010,4,17,Chinese Grand Prix
20402,340,17,9,2,4.0,56,6454335,14,3,102609,191.246,1,2010,4,17,Chinese Grand Prix
20403,340,13,6,7,2.0,56,6459959,14,13,104594,187.616,1,2010,4,17,Chinese Grand Prix
20404,340,30,131,9,1.0,56,6463912,14,10,104298,188.149,1,2010,4,17,Chinese Grand Prix
20405,340,16,10,10,0.0,56,6465037,14,11,104364,188.03,1,2010,4,17,Chinese Grand Prix
20406,340,22,3,11,0.0,56,6465828,17,14,105559,185.901,1,2010,4,17,Chinese Grand Prix
20407,340,153,5,12,0.0,56,6473579,14,7,103755,189.134,1,2010,4,17,Chinese Grand Prix
20408,340,5,205,21,0.0,55,0,14,15,107140,183.156,11,2010,4,17,Chinese Grand Prix
20409,340,807,3,16,0.0,55,0,13,12,104549,187.697,11,2010,4,17,Chinese Grand Prix
20410,340,811,164,23,0.0,54,0,16,17,108216,181.337,12,2010,4,17,Chinese Grand Prix
20411,340,812,164,24,0.0,52,0,15,18,108788,180.383,14,2010,4,17,Chinese Grand Prix
20412,340,15,205,20,0.0,26,0,14,19,109675,178.925,9,2010,4,17,Chinese Grand Prix
20413,340,810,166,22,0.0,8,0,7,20,113185,173.376,8,2010,4,17,Chinese Grand Prix
20414,340,37,15,17,0.0,7,0,6,16,107739,182.14,39,2010,4,17,Chinese Grand Prix
20415,340,67,5,13,0.0,0,0,0,0,5400000,0.0,3,2010,4,17,Chinese Grand Prix
20416,340,155,15,15,0.0,0,0,0,0,5400000,0.0,3,2010,4,17,Chinese Grand Prix
20417,340,24,10,18,0.0,0,0,0,0,5400000,0.0,3,2010,4,17,Chinese Grand Prix
20418,340,10,166,19,0.0,0,0,0,0,5400000,0.0,5,2010,4,17,Chinese Grand Prix
20419,341,17,9,1,25.0,66,5744101,62,2,84828,197.552,1,2010,5,4,Spanish Grand Prix
20420,341,4,6,4,18.0,66,5768166,57,3,84846,197.51,1,2010,5,4,Spanish Grand Prix
20421,341,20,9,2,15.0,66,5795439,56,5,85176,196.745,1,2010,5,4,Spanish Grand Prix
20422,341,30,131,6,12.0,66,5806296,64,10,85529,195.933,1,2010,5,4,Spanish Grand Prix
20423,341,18,1,5,10.0,66,5807829,64,4,85166,196.768,1,2010,5,4,Spanish Grand Prix
20424,341,13,6,9,8.0,66,5809868,64,9,85497,196.006,1,2010,5,4,Spanish Grand Prix
20425,341,16,10,11,6.0,66,5817042,65,13,85845,195.212,1,2010,5,4,Spanish Grand Prix
20426,341,9,4,7,4.0,66,5817778,66,7,85466,196.077,1,2010,5,4,Spanish Grand Prix
20427,341,22,3,17,2.0,65,0,59,12,85728,195.478,11,2010,5,4,Spanish Grand Prix
20428,341,153,5,15,1.0,65,0,63,11,85655,195.645,11,2010,5,4,Spanish Grand Prix
20429,341,808,4,19,0.0,65,0,63,8,85470,196.068,11,2010,5,4,Spanish Grand Prix
20430,341,155,15,10,0.0,65,0,62,15,86083,194.672,11,2010,5,4,Spanish Grand Prix
20431,341,3,131,8,0.0,65,0,50,6,85455,196.103,11,2010,5,4,Spanish Grand Prix
20432,341,1,1,3,0.0,64,0,59,1,84357,198.655,29,2010,5,4,Spanish Grand Prix
20433,341,24,10,16,0.0,64,0,63,14,85924,195.032,5,2010,5,4,Spanish Grand Prix
20434,341,807,3,13,0.0,64,0,63,17,86863,192.924,12,2010,5,4,Spanish Grand Prix
20435,341,15,205,18,0.0,63,0,56,18,89564,187.106,13,2010,5,4,Spanish Grand Prix
20436,341,10,166,22,0.0,63,0,60,19,89776,186.664,13,2010,5,4,Spanish Grand Prix
20437,341,810,166,23,0.0,62,0,47,20,89904,186.398,14,2010,5,4,Spanish Grand Prix
20438,341,67,5,14,0.0,42,0,41,16,86724,193.233,9,2010,5,4,Spanish Grand Prix
20439,341,812,164,24,0.0,27,0,26,22,92041,182.071,22,2010,5,4,Spanish Grand Prix
20440,341,37,15,12,0.0,18,0,9,21,90411,185.353,4,2010,5,4,Spanish Grand Prix
20441,341,811,164,21,0.0,0,0,0,0,5400000,0.0,3,2010,5,4,Spanish Grand Prix
20442,341,5,205,20,0.0,0,0,0,0,5400000,0.0,6,2010,5,4,Spanish Grand Prix
20443,342,17,9,1,25.0,78,6613355,63,2,75318,159.643,1,2010,6,6,Monaco Grand Prix
20444,342,20,9,3,18.0,78,6613803,71,1,75192,159.91,1,2010,6,6,Monaco Grand Prix
20445,342,9,4,2,15.0,78,6615030,72,3,75353,159.568,1,2010,6,6,Monaco Grand Prix
20446,342,13,6,4,12.0,78,6616021,68,4,75503,159.251,1,2010,6,6,Monaco Grand Prix
20447,342,1,1,5,10.0,78,6617718,68,10,76219,157.755,1,2010,6,6,Monaco Grand Prix
20448,342,4,6,24,8.0,78,6619696,73,6,75905,158.408,1,2010,6,6,Monaco Grand Prix
20449,342,3,131,6,6.0,78,6620006,65,7,75959,158.295,1,2010,6,6,Monaco Grand Prix
20450,342,16,10,12,4.0,78,6620325,72,8,75963,158.287,1,2010,6,6,Monaco Grand Prix
20451,342,24,10,10,2.0,78,6620660,72,9,76142,157.915,1,2010,6,6,Monaco Grand Prix
20452,342,67,5,13,1.0,78,6621554,68,13,76493,157.19,1,2010,6,6,Monaco Grand Prix
20453,342,153,5,17,0.0,78,6622490,73,11,76381,157.421,1,2010,6,6,Monaco Grand Prix
20454,342,30,131,7,0.0,78,6619067,71,5,75580,159.089,1,2010,6,6,Monaco Grand Prix
20455,342,808,4,14,0.0,73,0,60,12,76405,157.371,23,2010,6,6,Monaco Grand Prix
20456,342,812,164,23,0.0,70,0,69,19,79553,151.144,4,2010,6,6,Monaco Grand Prix
20457,342,15,205,19,0.0,70,0,69,18,79340,151.55,4,2010,6,6,Monaco Grand Prix
20458,342,5,205,18,0.0,58,0,57,14,78401,153.365,38,2010,6,6,Monaco Grand Prix
20459,342,811,164,22,0.0,58,0,58,20,80130,150.056,9,2010,6,6,Monaco Grand Prix
20460,342,22,3,9,0.0,30,0,22,16,79074,152.06,22,2010,6,6,Monaco Grand Prix
20461,342,155,15,16,0.0,26,0,24,15,78775,152.637,6,2010,6,6,Monaco Grand Prix
20462,342,810,166,21,0.0,25,0,19,22,82255,146.179,36,2010,6,6,Monaco Grand Prix
20463,342,10,166,20,0.0,22,0,11,21,80775,148.857,49,2010,6,6,Monaco Grand Prix
20464,342,37,15,15,0.0,21,0,21,17,79270,151.684,9,2010,6,6,Monaco Grand Prix
20465,342,18,1,8,0.0,2,0,2,23,134285,89.54,5,2010,6,6,Monaco Grand Prix
20466,342,807,3,11,0.0,0,0,0,0,5400000,0.0,33,2010,6,6,Monaco Grand Prix
20467,343,1,1,2,25.0,58,5327620,54,12,90075,213.342,1,2010,7,5,Turkish Grand Prix
20468,343,18,1,4,18.0,58,5330265,42,7,89895,213.769,1,2010,7,5,Turkish Grand Prix
20469,343,17,9,1,15.0,58,5351905,54,2,89195,215.447,1,2010,7,5,Turkish Grand Prix
20470,343,30,131,5,12.0,58,5358730,53,6,89810,213.971,1,2010,7,5,Turkish Grand Prix
20471,343,3,131,6,10.0,58,5359886,52,9,89977,213.574,1,2010,7,5,Turkish Grand Prix
20472,343,9,4,7,8.0,58,5360444,57,4,89580,214.521,1,2010,7,5,Turkish Grand Prix
20473,343,13,6,8,6.0,58,5364255,58,10,89996,213.529,1,2010,7,5,Turkish Grand Prix
20474,343,4,6,12,4.0,58,5374164,56,11,90011,213.493,1,2010,7,5,Turkish Grand Prix
20475,343,16,10,11,2.0,58,5376649,55,8,89959,213.617,1,2010,7,5,Turkish Grand Prix
20476,343,155,15,10,1.0,58,5393270,42,16,90890,211.426,1,2010,7,5,Turkish Grand Prix
