resultId,raceId,driverId,constructorId,grid,race_rank,statusId,year,round,circuitId,constructor_is_active,constructor_races_won,constructor_avg_point,constructor_times_in_top_10,driver_is_active,driver_avg_point,driver_avg_speed,race_end_bf_2019,race_end_in_2019,race_end_in_2020,race_end_in_2021,race_end_in_2022,race_end_in_2023,driver_most_won_circuit_id,driver_nber_of_races_won,driver_nber_of_times_in_top_10,age
20617,349,30,131,21,13,1,2010,13,13,1,94,12.952952029520295,468,0,3.396551724137931,198.3085263157895,34,0,0,0,0,0,10,1,28,41
20618,349,155,15,17,11,1,2010,13,13,0,3,1.0225988700564972,118,0,1.644736842105263,195.628,31,0,0,0,0,0,17,1,35,24
20619,349,808,4,23,7,1,2010,13,13,0,6,2.315028901734104,156,0,1.103448275862069,196.00243636363632,16,0,0,0,0,0,5,1,24,26
20620,349,24,10,12,14,1,2010,13,13,0,5,2.589622641509434,183,0,0.5,195.8379166666667,12,0,0,0,0,0,0,0,11,30
20621,349,37,15,24,15,1,2010,13,13,0,3,1.0225988700564972,118,0,0.1714285714285714,196.34725,6,0,0,0,0,0,0,0,5,39
20622,349,67,5,16,17,1,2010,13,13,0,1,1.053648068669528,192,0,0.5272727272727272,198.8822156862745,18,0,0,0,0,0,0,0,20,22
20623,349,153,5,11,9,1,2010,13,13,0,1,1.053648068669528,192,0,0.6739130434782609,199.08,14,0,0,0,0,0,0,0,18,20
20624,349,807,3,9,12,11,2010,13,13,1,4,1.7377450980392155,218,1,2.688775510204082,201.656591160221,83,7,2,0,2,5,15,2,91,23
20625,349,20,9,4,6,11,2010,13,13,1,92,11.009803921568627,520,0,10.58904109589041,204.56381494661923,180,16,9,6,13,0,69,38,236,23
20626,349,5,205,13,22,11,2010,13,13,0,0,0.0,2,0,0.7894736842105263,196.92963043478264,28,0,0,0,0,0,1,2,25,29
20627,349,810,166,22,21,11,2010,13,13,0,0,0.0,4,0,0.0,190.43561111111117,0,0,0,0,0,0,0,0,1,26
20628,349,10,166,20,19,11,2010,13,13,0,0,0.0,4,0,0.5384615384615384,195.47452325581392,24,0,0,0,0,0,12,1,22,28
20629,349,15,205,15,18,11,2010,13,13,0,0,0.0,2,0,0.8819444444444444,194.71521739130435,24,0,0,0,0,0,3,1,21,36
20630,349,29,164,19,20,12,2010,13,13,0,0,0.0,8,0,0.0,203.25471428571427,0,0,0,0,0,0,0,0,0,28
20631,349,4,6,10,8,3,2010,13,13,1,54,9.058006535947712,508,1,6.464150943396226,202.5206679841897,131,0,0,11,12,12,9,12,183,29
20632,349,18,1,5,16,4,2010,13,13,1,28,4.759803921568627,350,0,5.848837209302325,197.86771084337343,108,0,0,0,0,0,1,8,110,30
20633,349,811,164,18,23,31,2010,13,13,0,0,0.0,8,0,0.717391304347826,193.2086363636364,15,0,0,0,0,0,13,1,10,27
20634,349,22,3,7,0,4,2010,13,13,1,4,1.7377450980392155,218,0,1.904109589041096,200.261875,35,0,0,0,0,0,4,2,30,38
20635,350,4,6,1,1,1,2010,14,14,1,54,9.058006535947712,508,1,6.464150943396226,202.5206679841897,131,0,0,11,12,12,9,12,183,29
20636,350,18,1,2,8,1,2010,14,14,1,28,4.759803921568627,350,0,5.848837209302325,197.86771084337343,108,0,0,0,0,0,1,8,110,30
20637,350,13,6,3,6,1,2010,14,14,1,54,9.058006535947712,508,0,5.278688524590164,199.77251123595505,126,0,0,0,0,0,1,7,123,29
20638,350,20,9,6,4,1,2010,14,14,1,92,11.009803921568627,520,0,10.58904109589041,204.56381494661923,180,16,9,6,13,0,69,38,236,23
20639,350,3,131,7,3,1,2010,14,14,1,94,12.952952029520295,468,0,9.18421052631579,199.97891616766472,132,0,0,0,0,0,1,19,136,25
20640,350,17,9,4,2,1,2010,14,14,1,92,11.009803921568627,520,0,8.647321428571429,200.95721818181815,92,0,0,0,0,0,18,19,91,34
20641,350,807,3,8,7,1,2010,14,14,1,4,1.7377450980392155,218,1,2.688775510204082,201.656591160221,83,7,2,0,2,5,15,2,91,23
20642,350,9,4,9,5,1,2010,14,14,0,6,2.315028901734104,156,0,2.9740259740259742,202.40178947368423,39,2,0,1,0,0,7,1,38,26
20643,350,30,131,12,11,1,2010,14,14,1,94,12.952952029520295,468,0,3.396551724137931,198.3085263157895,34,0,0,0,0,0,10,1,28,41
20644,350,22,3,10,14,1,2010,14,14,1,4,1.7377450980392155,218,0,1.904109589041096,200.261875,35,0,0,0,0,0,4,2,30,38
20645,350,67,5,14,13,1,2010,14,14,0,1,1.053648068669528,192,0,0.5272727272727272,198.8822156862745,18,0,0,0,0,0,0,0,20,22
20646,350,24,10,19,12,1,2010,14,14,0,5,2.589622641509434,183,0,0.5,195.8379166666667,12,0,0,0,0,0,0,0,11,30
20647,350,808,4,20,9,1,2010,14,14,0,6,2.315028901734104,156,0,1.103448275862069,196.00243636363632,16,0,0,0,0,0,5,1,24,26
20648,350,37,15,16,16,11,2010,14,14,0,3,1.0225988700564972,118,0,0.1714285714285714,196.34725,6,0,0,0,0,0,0,0,5,39
20649,350,153,5,15,15,11,2010,14,14,0,1,1.053648068669528,192,0,0.6739130434782609,199.08,14,0,0,0,0,0,0,0,18,20
20650,350,16,10,11,10,11,2010,14,14,0,5,2.589622641509434,183,0,1.108108108108108,197.7054761904762,35,0,0,0,0,0,14,1,36,27
20651,350,10,166,24,17,12,2010,14,14,0,0,0.0,4,0,0.5384615384615384,195.47452325581392,24,0,0,0,0,0,12,1,22,28
20652,350,5,205,18,18,12,2010,14,14,0,0,0.0,2,0,0.7894736842105263,196.92963043478264,28,0,0,0,0,0,1,2,25,29
20653,350,29,164,23,20,12,2010,14,14,0,0,0.0,8,0,0.0,203.25471428571427,0,0,0,0,0,0,0,0,0,28
20654,350,810,166,21,19,13,2010,14,14,0,0,0.0,4,0,0.0,190.43561111111117,0,0,0,0,0,0,0,0,1,26
20655,350,15,205,17,21,5,2010,14,14,0,0,0.0,2,0,0.8819444444444444,194.71521739130435,24,0,0,0,0,0,3,1,21,36
20656,350,811,164,22,22,31,2010,14,14,0,0,0.0,8,0,0.717391304347826,193.2086363636364,15,0,0,0,0,0,13,1,10,27
20657,350,1,1,5,0,4,2010,14,14,1,28,4.759803921568627,350,1,14.529508196721313,205.60281270903008,179,21,16,21,19,12,14,61,276,25
20658,350,155,15,13,0,6,2010,14,14,0,3,1.0225988700564972,118,0,1.644736842105263,195.628,31,0,0,0,0,0,17,1,35,24
20659,351,4,6,1,1,1,2010,15,15,1,54,9.058006535947712,508,1,6.464150943396226,202.5206679841897,131,0,0,11,12,12,9,12,183,29
20660,351,20,9,2,2,1,2010,15,15,1,92,11.009803921568627,520,0,10.58904109589041,204.56381494661923,180,16,9,6,13,0,69,38,236,23
20661,351,17,9,5,5,1,2010,15,15,1,92,11.009803921568627,520,0,8.647321428571429,200.95721818181815,92,0,0,0,0,0,18,19,91,34
20662,351,18,1,4,7,1,2010,15,15,1,28,4.759803921568627,350,0,5.848837209302325,197.86771084337343,108,0,0,0,0,0,1,8,110,30
20663,351,3,131,7,8,1,2010,15,15,1,94,12.952952029520295,468,0,9.18421052631579,199.97891616766472,132,0,0,0,0,0,1,19,136,25
20664,351,22,3,6,9,1,2010,15,15,1,4,1.7377450980392155,218,0,1.904109589041096,200.261875,35,0,0,0,0,0,4,2,30,38
20665,351,9,4,8,3,1,2010,15,15,0,6,2.315028901734104,156,0,2.9740259740259742,202.40178947368423,39,2,0,1,0,0,7,1,38,26
20666,351,13,6,24,12,1,2010,15,15,1,54,9.058006535947712,508,0,5.278688524590164,199.77251123595505,126,0,0,0,0,0,1,7,123,29
20667,351,16,10,15,15,1,2010,15,15,0,5,2.589622641509434,183,0,1.108108108108108,197.7054761904762,35,0,0,0,0,0,14,1,36,27
20668,351,807,3,17,13,1,2010,15,15,1,4,1.7377450980392155,218,1,2.688775510204082,201.656591160221,83,7,2,0,2,5,15,2,91,23
20669,351,808,4,12,11,11,2010,15,15,0,6,2.315028901734104,156,0,1.103448275862069,196.00243636363632,16,0,0,0,0,0,5,1,24,26
20670,351,153,5,11,14,11,2010,15,15,0,1,1.053648068669528,192,0,0.6739130434782609,199.08,14,0,0,0,0,0,0,0,18,20
20671,351,30,131,9,4,11,2010,15,15,1,94,12.952952029520295,468,0,3.396551724137931,198.3085263157895,34,0,0,0,0,0,10,1,28,41
20672,351,67,5,13,6,11,2010,15,15,0,1,1.053648068669528,192,0,0.5272727272727272,198.8822156862745,18,0,0,0,0,0,0,0,20,22
20673,351,810,166,20,17,12,2010,15,15,0,0,0.0,4,0,0.0,190.43561111111117,0,0,0,0,0,0,0,0,1,26
20674,351,5,205,19,18,5,2010,15,15,0,0,0.0,2,0,0.7894736842105263,196.92963043478264,28,0,0,0,0,0,1,2,25,29
20675,351,10,166,18,19,9,2010,15,15,0,0,0.0,4,0,0.5384615384615384,195.47452325581392,24,0,0,0,0,0,12,1,22,28
20676,351,2,15,14,16,4,2010,15,15,0,3,1.0225988700564972,118,0,2.333333333333333,199.68603921568624,35,0,0,0,0,0,2,2,31,33
20677,351,1,1,3,10,4,2010,15,15,1,28,4.759803921568627,350,1,14.529508196721313,205.60281270903008,179,21,16,21,19,12,14,61,276,25
20678,351,32,164,22,22,9,2010,15,15,0,0,0.0,8,0,0.0,180.7433333333333,0,0,0,0,0,0,0,0,0,27
20679,351,155,15,10,20,3,2010,15,15,0,3,1.0225988700564972,118,0,1.644736842105263,195.628,31,0,0,0,0,0,17,1,35,24
20680,351,811,164,23,23,3,2010,15,15,0,0,0.0,8,0,0.717391304347826,193.2086363636364,15,0,0,0,0,0,13,1,10,27
20681,351,15,205,21,21,9,2010,15,15,0,0,0.0,2,0,0.8819444444444444,194.71521739130435,24,0,0,0,0,0,3,1,21,36
20682,351,24,10,16,0,4,2010,15,15,0,5,2.589622641509434,183,0,0.5,195.8379166666667,12,0,0,0,0,0,0,0,11,30
20683,352,20,9,1,3,1,2010,16,22,1,92,11.009803921568627,520,0,10.58904109589041,204.56381494661923,180,16,9,6,13,0,69,38,236,23
20684,352,17,9,2,1,1,2010,16,22,1,92,11.009803921568627,520,0,8.647321428571429,200.95721818181815,92,0,0,0,0,0,18,19,91,34
20685,352,4,6,4,4,1,2010,16,22,1,54,9.058006535947712,508,1,6.464150943396226,202.5206679841897,131,0,0,11,12,12,9,12,183,29
20686,352,18,1,5,2,1,2010,16,22,1,28,4.759803921568627,350,0,5.848837209302325,197.86771084337343,108,0,0,0,0,0,1,8,110,30
20687,352,1,1,8,9,1,2010,16,22,1,28,4.759803921568627,350,1,14.529508196721313,205.60281270903008,179,21,16,21,19,12,14,61,276,25
20688,352,30,131,10,7,1,2010,16,22,1,94,12.952952029520295,468,0,3.396551724137931,198.3085263157895,34,0,0,0,0,0,10,1,28,41
20689,352,155,15,14,6,1,2010,16,22,0,3,1.0225988700564972,118,0,1.644736842105263,195.628,31,0,0,0,0,0,17,1,35,24
20690,352,2,15,11,10,1,2010,16,22,0,3,1.0225988700564972,118,0,2.333333333333333,199.68603921568624,35,0,0,0,0,0,2,2,31,33
20691,352,22,3,7,11,1,2010,16,22,1,4,1.7377450980392155,218,0,1.904109589041096,200.261875,35,0,0,0,0,0,4,2,30,38
20692,352,67,5,18,8,1,2010,16,22,0,1,1.053648068669528,192,0,0.5272727272727272,198.8822156862745,18,0,0,0,0,0,0,0,20,22
20693,352,153,5,16,5,11,2010,16,22,0,1,1.053648068669528,192,0,0.6739130434782609,199.08,14,0,0,0,0,0,0,0,18,20
20694,352,5,205,20,14,11,2010,16,22,0,0,0.0,2,0,0.7894736842105263,196.92963043478264,28,0,0,0,0,0,1,2,25,29
20695,352,15,205,19,15,12,2010,16,22,0,0,0.0,2,0,0.8819444444444444,194.71521739130435,24,0,0,0,0,0,3,1,21,36
20696,352,10,166,22,17,12,2010,16,22,0,0,0.0,4,0,0.5384615384615384,195.47452325581392,24,0,0,0,0,0,12,1,22,28
20697,352,811,164,23,18,12,2010,16,22,0,0,0.0,8,0,0.717391304347826,193.2086363636364,15,0,0,0,0,0,13,1,10,27
20698,352,29,164,24,16,13,2010,16,22,0,0,0.0,8,0,0.0,203.25471428571427,0,0,0,0,0,0,0,0,0,28
20699,352,3,131,6,12,22,2010,16,22,1,94,12.952952029520295,468,0,9.18421052631579,199.97891616766472,132,0,0,0,0,0,1,19,136,25
20700,352,16,10,15,13,44,2010,16,22,0,5,2.589622641509434,183,0,1.108108108108108,197.7054761904762,35,0,0,0,0,0,14,1,36,27
20701,352,9,4,3,19,36,2010,16,22,0,6,2.315028901734104,156,0,2.9740259740259742,202.40178947368423,39,2,0,1,0,0,7,1,38,26
20702,352,807,3,9,0,3,2010,16,22,1,4,1.7377450980392155,218,1,2.688775510204082,201.656591160221,83,7,2,0,2,5,15,2,91,23
20703,352,13,6,12,0,3,2010,16,22,1,54,9.058006535947712,508,0,5.278688524590164,199.77251123595505,126,0,0,0,0,0,1,7,123,29
20704,352,808,4,13,0,3,2010,16,22,0,6,2.315028901734104,156,0,1.103448275862069,196.00243636363632,16,0,0,0,0,0,5,1,24,26
20705,352,24,10,17,0,3,2010,16,22,0,5,2.589622641509434,183,0,0.5,195.8379166666667,12,0,0,0,0,0,0,0,11,30
20706,352,810,166,21,0,22,2010,16,22,0,0,0.0,4,0,0.0,190.43561111111117,0,0,0,0,0,0,0,0,1,26
20707,353,4,6,3,1,1,2010,17,35,1,54,9.058006535947712,508,1,6.464150943396226,202.5206679841897,131,0,0,11,12,12,9,12,183,29
20708,353,1,1,4,3,1,2010,17,35,1,28,4.759803921568627,350,1,14.529508196721313,205.60281270903008,179,21,16,21,19,12,14,61,276,25
20709,353,13,6,6,4,1,2010,17,35,1,54,9.058006535947712,508,0,5.278688524590164,199.77251123595505,126,0,0,0,0,0,1,7,123,29
20710,353,30,131,9,8,1,2010,17,35,1,94,12.952952029520295,468,0,3.396551724137931,198.3085263157895,34,0,0,0,0,0,10,1,28,41
20711,353,9,4,8,7,1,2010,17,35,0,6,2.315028901734104,156,0,2.9740259740259742,202.40178947368423,39,2,0,1,0,0,7,1,38,26
20712,353,24,10,17,5,1,2010,17,35,0,5,2.589622641509434,183,0,0.5,195.8379166666667,12,0,0,0,0,0,0,0,11,30
20713,353,22,3,10,6,1,2010,17,35,1,4,1.7377450980392155,218,0,1.904109589041096,200.261875,35,0,0,0,0,0,4,2,30,38
20714,353,155,15,12,14,1,2010,17,35,0,3,1.0225988700564972,118,0,1.644736842105263,195.628,31,0,0,0,0,0,17,1,35,24
20715,353,2,15,13,15,1,2010,17,35,0,3,1.0225988700564972,118,0,2.333333333333333,199.68603921568624,35,0,0,0,0,0,2,2,31,33
20716,353,807,3,11,10,1,2010,17,35,1,4,1.7377450980392155,218,1,2.688775510204082,201.656591160221,83,7,2,0,2,5,15,2,91,23
20717,353,153,5,15,9,1,2010,17,35,0,1,1.053648068669528,192,0,0.6739130434782609,199.08,14,0,0,0,0,0,0,0,18,20
20718,353,18,1,7,11,1,2010,17,35,1,28,4.759803921568627,350,0,5.848837209302325,197.86771084337343,108,0,0,0,0,0,1,8,110,30
20719,353,5,205,21,16,11,2010,17,35,0,0,0.0,2,0,0.7894736842105263,196.92963043478264,28,0,0,0,0,0,1,2,25,29
20720,353,811,164,24,20,12,2010,17,35,0,0,0.0,8,0,0.717391304347826,193.2086363636364,15,0,0,0,0,0,13,1,10,27
20721,353,29,164,23,19,12,2010,17,35,0,0,0.0,8,0,0.0,203.25471428571427,0,0,0,0,0,0,0,0,0,28
20722,353,16,10,14,12,4,2010,17,35,0,5,2.589622641509434,183,0,1.108108108108108,197.7054761904762,35,0,0,0,0,0,14,1,36,27
20723,353,20,9,1,2,5,2010,17,35,1,92,11.009803921568627,520,0,10.58904109589041,204.56381494661923,180,16,9,6,13,0,69,38,236,23
20724,353,808,4,20,13,3,2010,17,35,0,6,2.315028901734104,156,0,1.103448275862069,196.00243636363632,16,0,0,0,0,0,5,1,24,26
20725,353,10,166,19,18,4,2010,17,35,0,0,0.0,4,0,0.5384615384615384,195.47452325581392,24,0,0,0,0,0,12,1,22,28
20726,353,67,5,16,17,4,2010,17,35,0,1,1.053648068669528,192,0,0.5272727272727272,198.8822156862745,18,0,0,0,0,0,0,0,20,22
20727,353,810,166,22,23,3,2010,17,35,0,0,0.0,4,0,0.0,190.43561111111117,0,0,0,0,0,0,0,0,1,26
20728,353,15,205,18,24,9,2010,17,35,0,0,0.0,2,0,0.8819444444444444,194.71521739130435,24,0,0,0,0,0,3,1,21,36
20729,353,17,9,2,21,3,2010,17,35,1,92,11.009803921568627,520,0,8.647321428571429,200.95721818181815,92,0,0,0,0,0,18,19,91,34
20730,353,3,131,5,22,4,2010,17,35,1,94,12.952952029520295,468,0,9.18421052631579,199.97891616766472,132,0,0,0,0,0,1,19,136,25
20731,354,20,9,2,6,1,2010,18,18,1,92,11.009803921568627,520,0,10.58904109589041,204.56381494661923,180,16,9,6,13,0,69,38,236,23
20732,354,17,9,3,4,1,2010,18,18,1,92,11.009803921568627,520,0,8.647321428571429,200.95721818181815,92,0,0,0,0,0,18,19,91,34
20733,354,4,6,5,2,1,2010,18,18,1,54,9.058006535947712,508,1,6.464150943396226,202.5206679841897,131,0,0,11,12,12,9,12,183,29
20734,354,1,1,4,1,1,2010,18,18,1,28,4.759803921568627,350,1,14.529508196721313,205.60281270903008,179,21,16,21,19,12,14,61,276,25
20735,354,18,1,11,3,1,2010,18,18,1,28,4.759803921568627,350,0,5.848837209302325,197.86771084337343,108,0,0,0,0,0,1,8,110,30
20736,354,3,131,13,5,1,2010,18,18,1,94,12.952952029520295,468,0,9.18421052631579,199.97891616766472,132,0,0,0,0,0,1,19,136,25
20737,354,30,131,8,12,1,2010,18,18,1,94,12.952952029520295,468,0,3.396551724137931,198.3085263157895,34,0,0,0,0,0,10,1,28,41
20738,354,807,3,1,8,11,2010,18,18,1,4,1.7377450980392155,218,1,2.688775510204082,201.656591160221,83,7,2,0,2,5,15,2,91,23
20739,354,9,4,7,11,11,2010,18,18,0,6,2.315028901734104,156,0,2.9740259740259742,202.40178947368423,39,2,0,1,0,0,7,1,38,26
20740,354,155,15,12,7,11,2010,18,18,0,3,1.0225988700564972,118,0,1.644736842105263,195.628,31,0,0,0,0,0,17,1,35,24
20741,354,153,5,14,16,11,2010,18,18,0,1,1.053648068669528,192,0,0.6739130434782609,199.08,14,0,0,0,0,0,0,0,18,20
20742,354,16,10,22,9,11,2010,18,18,0,5,2.589622641509434,183,0,1.108108108108108,197.7054761904762,35,0,0,0,0,0,14,1,36,27
20743,354,67,5,19,17,11,2010,18,18,0,1,1.053648068669528,192,0,0.5272727272727272,198.8822156862745,18,0,0,0,0,0,0,0,20,22
20744,354,22,3,6,13,11,2010,18,18,1,4,1.7377450980392155,218,0,1.904109589041096,200.261875,35,0,0,0,0,0,4,2,30,38
20745,354,13,6,9,14,11,2010,18,18,1,54,9.058006535947712,508,0,5.278688524590164,199.77251123595505,126,0,0,0,0,0,1,7,123,29
20746,354,808,4,10,15,11,2010,18,18,0,6,2.315028901734104,156,0,1.103448275862069,196.00243636363632,16,0,0,0,0,0,5,1,24,26
20747,354,2,15,15,10,11,2010,18,18,0,3,1.0225988700564972,118,0,2.333333333333333,199.68603921568624,35,0,0,0,0,0,2,2,31,33
20748,354,5,205,20,20,12,2010,18,18,0,0,0.0,2,0,0.7894736842105263,196.92963043478264,28,0,0,0,0,0,1,2,25,29
20749,354,15,205,18,21,12,2010,18,18,0,0,0.0,2,0,0.8819444444444444,194.71521739130435,24,0,0,0,0,0,3,1,21,36
20750,354,10,166,17,23,12,2010,18,18,0,0,0.0,4,0,0.5384615384615384,195.47452325581392,24,0,0,0,0,0,12,1,22,28
20751,354,811,164,24,24,12,2010,18,18,0,0,0.0,8,0,0.717391304347826,193.2086363636364,15,0,0,0,0,0,13,1,10,27
20752,354,32,164,23,22,16,2010,18,18,0,0,0.0,8,0,0.0,180.7433333333333,0,0,0,0,0,0,0,0,0,27
20753,354,810,166,21,18,19,2010,18,18,0,0,0.0,4,0,0.0,190.43561111111117,0,0,0,0,0,0,0,0,1,26
20754,354,24,10,16,19,3,2010,18,18,0,5,2.589622641509434,183,0,0.5,195.8379166666667,12,0,0,0,0,0,0,0,11,30
20755,355,20,9,1,4,1,2010,19,24,1,92,11.009803921568627,520,0,10.58904109589041,204.56381494661923,180,16,9,6,13,0,69,38,236,23
20756,355,1,1,2,1,1,2010,19,24,1,28,4.759803921568627,350,1,14.529508196721313,205.60281270903008,179,21,16,21,19,12,14,61,276,25
20757,355,18,1,4,2,1,2010,19,24,1,28,4.759803921568627,350,0,5.848837209302325,197.86771084337343,108,0,0,0,0,0,1,8,110,30
20758,355,3,131,9,3,1,2010,19,24,1,94,12.952952029520295,468,0,9.18421052631579,199.97891616766472,132,0,0,0,0,0,1,19,136,25
20759,355,9,4,11,5,1,2010,19,24,0,6,2.315028901734104,156,0,2.9740259740259742,202.40178947368423,39,2,0,1,0,0,7,1,38,26
20760,355,808,4,10,8,1,2010,19,24,0,6,2.315028901734104,156,0,1.103448275862069,196.00243636363632,16,0,0,0,0,0,5,1,24,26
20761,355,4,6,3,7,1,2010,19,24,1,54,9.058006535947712,508,1,6.464150943396226,202.5206679841897,131,0,0,11,12,12,9,12,183,29
20762,355,17,9,5,6,1,2010,19,24,1,92,11.009803921568627,520,0,8.647321428571429,200.95721818181815,92,0,0,0,0,0,18,19,91,34
20763,355,153,5,17,15,1,2010,19,24,0,1,1.053648068669528,192,0,0.6739130434782609,199.08,14,0,0,0,0,0,0,0,18,20
20764,355,13,6,6,14,1,2010,19,24,1,54,9.058006535947712,508,0,5.278688524590164,199.77251123595505,126,0,0,0,0,0,1,7,123,29
20765,355,2,15,14,12,1,2010,19,24,0,3,1.0225988700564972,118,0,2.333333333333333,199.68603921568624,35,0,0,0,0,0,2,2,31,33
20766,355,22,3,7,11,1,2010,19,24,1,4,1.7377450980392155,218,0,1.904109589041096,200.261875,35,0,0,0,0,0,4,2,30,38
20767,355,16,10,13,13,1,2010,19,24,0,5,2.589622641509434,183,0,1.108108108108108,197.7054761904762,35,0,0,0,0,0,14,1,36,27
20768,355,155,15,12,16,1,2010,19,24,0,3,1.0225988700564972,118,0,1.644736842105263,195.628,31,0,0,0,0,0,17,1,35,24
20769,355,67,5,18,10,1,2010,19,24,0,1,1.053648068669528,192,0,0.5272727272727272,198.8822156862745,18,0,0,0,0,0,0,0,20,22
20770,355,807,3,15,9,1,2010,19,24,1,4,1.7377450980392155,218,1,2.688775510204082,201.656591160221,83,7,2,0,2,5,15,2,91,23
20771,355,5,205,20,17,11,2010,19,24,0,0,0.0,2,0,0.7894736842105263,196.92963043478264,28,0,0,0,0,0,1,2,25,29
20772,355,810,166,22,19,12,2010,19,24,0,0,0.0,4,0,0.0,190.43561111111117,0,0,0,0,0,0,0,0,1,26
20773,355,811,164,23,20,12,2010,19,24,0,0,0.0,8,0,0.717391304347826,193.2086363636364,15,0,0,0,0,0,13,1,10,27
20774,355,32,164,24,21,12,2010,19,24,0,0,0.0,8,0,0.0,180.7433333333333,0,0,0,0,0,0,0,0,0,27
20775,355,15,205,19,18,65,2010,19,24,0,0,0.0,2,0,0.8819444444444444,194.71521739130435,24,0,0,0,0,0,3,1,21,36
20776,355,10,166,21,22,6,2010,19,24,0,0,0.0,4,0,0.5384615384615384,195.47452325581392,24,0,0,0,0,0,12,1,22,28
20777,355,30,131,8,0,4,2010,19,24,1,94,12.952952029520295,468,0,3.396551724137931,198.3085263157895,34,0,0,0,0,0,10,1,28,41
20778,355,24,10,16,0,4,2010,19,24,0,5,2.589622641509434,183,0,0.5,195.8379166666667,12,0,0,0,0,0,0,0,11,30
20779,841,20,9,1,4,1,2011,1,1,1,92,11.009803921568627,520,0,10.58904109589041,204.56381494661923,180,16,9,6,13,0,69,38,236,24
20780,841,1,1,2,8,1,2011,1,1,1,28,4.759803921568627,350,1,14.529508196721313,205.60281270903008,179,21,16,21,19,12,14,61,276,26
20781,841,808,4,6,7,1,2011,1,1,0,6,2.315028901734104,156,0,1.103448275862069,196.00243636363632,16,0,0,0,0,0,5,1,24,27
20782,841,4,6,5,2,1,2011,1,1,1,54,9.058006535947712,508,1,6.464150943396226,202.5206679841897,131,0,0,11,12,12,9,12,183,30
20783,841,17,9,3,3,1,2011,1,1,1,92,11.009803921568627,520,0,8.647321428571429,200.95721818181815,92,0,0,0,0,0,18,19,91,35
20784,841,18,1,4,5,1,2011,1,1,1,28,4.759803921568627,350,0,5.848837209302325,197.86771084337343,108,0,0,0,0,0,1,8,110,31
20785,841,13,6,8,1,1,2011,1,1,1,54,9.058006535947712,508,0,5.278688524590164,199.77251123595505,126,0,0,0,0,0,1,7,123,30
20786,841,67,5,10,11,11,2011,1,1,0,1,1.053648068669528,192,0,0.5272727272727272,198.8822156862745,18,0,0,0,0,0,0,0,20,23
20787,841,16,10,16,13,11,2011,1,1,0,5,2.589622641509434,183,0,1.108108108108108,197.7054761904762,35,0,0,0,0,0,14,1,36,28
20788,841,814,10,14,14,11,2011,1,1,0,5,2.589622641509434,183,0,2.0508474576271185,196.4224210526316,34,0,0,0,0,0,0,0,20,25
20789,841,153,5,12,10,11,2011,1,1,0,1,1.053648068669528,192,0,0.6739130434782609,199.08,14,0,0,0,0,0,0,0,18,21
20790,841,2,4,18,15,11,2011,1,1,0,6,2.315028901734104,156,0,2.333333333333333,199.68603921568624,35,0,0,0,0,0,2,2,31,34
20791,841,15,205,20,16,12,2011,1,1,0,0,0.0,2,0,0.8819444444444444,194.71521739130435,24,0,0,0,0,0,3,1,21,37
20792,841,816,166,22,19,14,2011,1,1,0,0,0.0,4,0,0.0,191.2864736842105,1,0,0,0,0,0,0,0,2,26
20793,841,10,166,21,22,19,2011,1,1,0,0,0.0,4,0,0.5384615384615384,195.47452325581392,24,0,0,0,0,0,12,1,22,29
20794,841,22,3,17,12,7,2011,1,1,1,4,1.7377450980392155,218,0,1.904109589041096,200.261875,35,0,0,0,0,0,4,2,30,39
20795,841,3,131,7,17,4,2011,1,1,1,94,12.952952029520295,468,0,9.18421052631579,199.97891616766472,132,0,0,0,0,0,1,19,136,26
20796,841,5,205,19,20,47,2011,1,1,0,0,0.0,2,0,0.7894736842105263,196.92963043478264,28,0,0,0,0,0,1,2,25,30
20797,841,30,131,11,21,4,2011,1,1,1,94,12.952952029520295,468,0,3.396551724137931,198.3085263157895,34,0,0,0,0,0,10,1,28,42
20798,841,813,3,15,18,7,2011,1,1,1,4,1.7377450980392155,218,0,0.7916666666666666,195.08747126436785,32,0,0,0,0,0,0,0,34,26
20799,841,155,15,9,9,2,2011,1,1,0,3,1.0225988700564972,118,0,1.644736842105263,195.628,31,0,0,0,0,0,17,1,35,25
20800,841,815,15,13,6,2,2011,1,1,0,3,1.0225988700564972,118,1,5.465863453815261,204.87040833333333,81,8,10,17,19,11,6,11,157,21
20801,842,20,9,1,6,1,2011,2,2,1,92,11.009803921568627,520,0,10.58904109589041,204.56381494661923,180,16,9,6,13,0,69,38,236,24
20802,842,18,1,4,4,1,2011,2,2,1,28,4.759803921568627,350,0,5.848837209302325,197.86771084337343,108,0,0,0,0,0,1,8,110,31
20803,842,2,4,6,7,1,2011,2,2,0,6,2.315028901734104,156,0,2.333333333333333,199.68603921568624,35,0,0,0,0,0,2,2,31,34
20804,842,17,9,3,1,1,2011,2,2,1,92,11.009803921568627,520,0,8.647321428571429,200.95721818181815,92,0,0,0,0,0,18,19,91,35
20805,842,13,6,7,9,1,2011,2,2,1,54,9.058006535947712,508,0,5.278688524590164,199.77251123595505,126,0,0,0,0,0,1,7,123,30
20806,842,4,6,5,2,1,2011,2,2,1,54,9.058006535947712,508,1,6.464150943396226,202.5206679841897,131,0,0,11,12,12,9,12,183,30
